Date;Day;mean_temp_7.5cm;Simulated_WC_theta;Simulated leaching [mm];pF_from_theta
01.03.1995;1;29.70;0.1371;0.6455;1.79845
02.03.1995;2;30.20;0.1257;0.6301;1.81946
03.03.1995;3;29.75;0.1164;0.6154;1.84098
04.03.1995;4;27.45;0.1088;0.6012;1.86315
05.03.1995;5;28.25;0.1037;0.5876;1.88066
06.03.1995;6;29.40;0.0996;0.5745;1.89701
07.03.1995;7;31.00;0.0959;0.5619;1.91330
08.03.1995;8;32.10;0.0924;0.5497;1.93066
09.03.1995;9;33.10;0.0885;0.5380;1.95430
10.03.1995;10;34.15;0.0846;0.5266;1.98594
11.03.1995;11;34.70;0.0807;0.5157;2.03796
12.03.1995;12;35.50;0.0784;0.5052;2.06475
13.03.1995;13;35.50;0.0769;0.4950;2.07642
14.03.1995;14;35.05;0.0758;0.4852;2.08565
15.03.1995;15;34.90;0.0748;0.4709;2.09322
16.03.1995;16;35.10;0.0740;0.4665;2.10044
17.03.1995;17;35.50;0.0734;0.4576;2.10680
18.03.1995;18;34.80;0.0728;0.4490;2.11248
19.03.1995;19;31.75;0.0723;0.4406;2.11811
20.03.1995;20;32.05;0.0733;0.4325;2.07025
21.03.1995;21;33.05;0.0718;0.4247;2.11688
22.03.1995;22;32.25;0.0712;0.4171;2.12835
23.03.1995;23;34.55;0.0708;0.4097;2.13391
24.03.1995;24;35.05;0.0705;0.4025;2.13841
25.03.1995;25;31.40;0.0749;0.3955;2.04527
26.03.1995;26;28.40;0.1589;0.3888;1.88244
27.03.1995;27;31.15;0.1391;0.3822;1.85341
28.03.1995;28;33.35;0.1254;0.3758;1.84927
29.03.1995;29;31.50;0.1162;0.3696;1.85740
30.03.1995;30;31.10;0.2064;0.3636;1.73224
31.03.1995;31;32.65;0.1531;0.3577;1.74302
01.04.1995;32;34.40;0.1328;0.3520;1.78482
02.04.1995;33;34.40;0.1213;0.3465;1.81667
03.04.1995;34;32.50;0.1131;0.3411;1.84279
04.04.1995;35;31.35;0.1131;0.3359;1.84896
05.04.1995;36;30.10;0.1299;0.3308;1.82759
06.04.1995;37;33.15;0.1227;0.3259;1.83905
07.04.1995;38;33.70;0.1152;0.3212;1.85364
08.04.1995;39;31.20;0.1449;0.3166;1.81170
09.04.1995;40;32.85;0.1324;0.3122;1.81893
10.04.1995;41;34.95;0.1219;0.3080;1.83316
11.04.1995;42;35.90;0.1139;0.3040;1.85078
12.04.1995;43;35.10;0.1074;0.3003;1.86977
13.04.1995;44;35.55;0.1026;0.2968;1.88662
14.04.1995;45;36.15;0.0977;0.2936;1.90602
15.04.1995;46;37.65;0.0934;0.2907;1.92620
16.04.1995;47;38.10;0.0892;0.2882;1.95018
17.04.1995;48;34.20;0.0853;0.2860;1.97986
18.04.1995;49;33.25;0.1216;0.2843;1.87675
19.04.1995;50;35.75;0.1171;0.2830;1.87786
20.04.1995;51;33.80;0.1109;0.2822;1.88630
21.04.1995;52;33.45;0.1062;0.2819;1.89473
22.04.1995;53;34.85;0.1239;0.2822;1.86364
23.04.1995;54;37.35;0.1171;0.2830;1.87042
24.04.1995;55;37.40;0.1098;0.2846;1.88242
25.04.1995;56;36.30;0.1036;0.2869;1.89670
26.04.1995;57;34.65;0.0994;0.2903;1.90904
27.04.1995;58;35.40;0.0958;0.2952;1.92192
28.04.1995;59;35.10;0.0926;0.3021;1.93556
29.04.1995;60;35.25;0.0896;0.3120;1.95040
30.04.1995;61;36.35;0.0866;0.3264;1.96821
01.05.1995;62;35.80;0.0837;0.3472;1.99001
02.05.1995;63;35.25;0.0894;0.3766;1.95208
03.05.1995;64;35.50;0.0870;0.4164;1.96451
04.05.1995;65;33.30;0.0844;0.4675;1.98048
05.05.1995;66;29.40;0.1758;0.5287;1.82865
06.05.1995;67;31.85;0.1513;0.5965;1.79649
07.05.1995;68;34.45;0.1332;0.6654;1.80377
08.05.1995;69;33.45;0.1221;0.7300;1.82423
09.05.1995;70;32.35;0.1343;0.7858;1.81009
10.05.1995;71;29.95;0.1255;0.8305;1.82525
11.05.1995;72;28.85;0.1999;0.8636;1.72620
12.05.1995;73;29.40;0.1525;0.8860;1.74400
13.05.1995;74;29.25;0.1340;0.8990;1.78254
14.05.1995;75;28.85;0.1237;0.9045;1.81147
15.05.1995;76;30.15;0.1938;0.9039;1.72520
16.05.1995;77;32.25;0.1508;0.8986;1.74797
17.05.1995;78;33.60;0.1332;0.8900;1.78500
18.05.1995;79;32.15;0.1223;0.8788;1.81491
19.05.1995;80;33.05;0.1151;0.8658;1.83786
20.05.1995;81;34.25;0.1096;0.8515;1.85740
21.05.1995;82;34.35;0.1070;0.8365;1.86902
22.05.1995;83;35.00;0.1028;0.8210;1.88533
23.05.1995;84;35.80;0.0987;0.8053;1.90178
24.05.1995;85;36.45;0.0952;0.7896;1.91764
25.05.1995;86;36.40;0.0919;0.7740;1.93392
26.05.1995;87;36.20;0.0888;0.7587;1.95122
27.05.1995;88;34.00;0.0858;0.7437;1.97084
28.05.1995;89;30.00;0.1708;0.7293;1.81777
29.05.1995;90;29.85;0.2676;0.7161;1.56375
30.05.1995;91;31.20;0.1614;0.7052;1.71019
31.05.1995;92;32.70;0.1379;0.7002;1.76782
01.06.1995;93;32.30;0.1256;0.7088;1.80307
02.06.1995;94;32.25;0.1190;0.7466;1.82567
03.06.1995;95;30.40;0.2049;0.8372;1.71441
04.06.1995;96;29.50;0.2520;1.0004;1.58343
05.06.1995;97;29.70;0.1602;1.2241;1.71328
06.06.1995;98;31.00;0.1376;1.4635;1.76894
07.06.1995;99;31.55;0.1255;1.7594;1.80374
08.06.1995;100;31.20;0.1171;2.5342;1.83016
09.06.1995;101;30.75;0.1127;4.0570;1.84705
10.06.1995;102;30.65;0.1080;5.9231;1.86448
11.06.1995;103;29.95;0.1238;8.5114;1.84079
12.06.1995;104;29.50;0.1793;9.4773;1.76771
13.06.1995;105;29.20;0.2310;8.7697;1.63235
14.06.1995;106;29.60;0.1698;7.7686;1.70271
15.06.1995;107;29.90;0.2204;6.8618;1.64309
16.06.1995;108;30.65;0.1563;6.0978;1.72437
17.06.1995;109;31.15;0.1356;5.4604;1.77471
18.06.1995;110;31.85;0.1244;4.9257;1.80737
19.06.1995;111;30.95;0.1168;4.4735;1.83176
20.06.1995;112;31.15;0.1160;4.0904;1.84059
21.06.1995;113;32.55;0.1110;3.7952;1.85759
22.06.1995;114;33.00;0.1066;3.8085;1.87315
23.06.1995;115;33.15;0.1027;4.7950;1.88737
24.06.1995;116;33.35;0.0993;6.2791;1.90090
25.06.1995;117;33.20;0.1027;6.7061;1.89429
26.06.1995;118;32.65;0.0998;6.3589;1.90566
27.06.1995;119;33.45;0.0970;5.8151;1.91668
28.06.1995;120;33.40;0.0942;5.2782;1.92859
29.06.1995;121;33.10;0.0982;4.7971;1.91807
30.06.1995;122;33.10;0.2175;4.3769;1.74237
01.07.1995;123;28.80;0.2347;4.0115;1.61398
02.07.1995;124;29.40;0.1719;3.6932;1.69868
03.07.1995;125;28.40;0.1434;3.4146;1.75669
04.07.1995;126;27.80;0.2659;3.1695;1.56422
05.07.1995;127;28.70;0.1744;2.9526;1.69144
06.07.1995;128;28.80;0.1742;2.7596;1.71076
07.07.1995;129;29.10;0.1481;2.5872;1.75171
08.07.1995;130;27.55;0.2198;2.4323;1.65761
09.07.1995;131;29.10;0.1566;2.2966;1.72492
10.07.1995;132;29.55;0.1952;2.4919;1.69034
11.07.1995;133;29.45;0.1513;6.3899;1.74027
12.07.1995;134;31.15;0.1331;9.9109;1.78293
13.07.1995;135;31.55;0.1223;9.3810;1.81390
14.07.1995;136;31.55;0.1151;8.4227;1.83740
15.07.1995;137;31.30;0.1097;7.7873;1.85658
16.07.1995;138;29.10;0.1859;7.4920;1.75602
17.07.1995;139;28.60;0.1725;7.3295;1.72700
18.07.1995;140;28.75;0.1475;7.1019;1.75630
19.07.1995;141;29.15;0.1411;6.7491;1.77507
20.07.1995;142;29.30;0.1822;6.3058;1.72777
21.07.1995;143;30.15;0.1478;5.8277;1.75545
22.07.1995;144;31.40;0.1314;5.3571;1.79016
23.07.1995;145;29.95;0.2070;4.9171;1.69525
24.07.1995;146;29.00;0.2739;4.5172;1.54653
25.07.1995;147;29.60;0.1626;4.1599;1.70782
26.07.1995;148;29.20;0.1387;3.8450;1.76599
27.07.1995;149;29.70;0.2178;3.5727;1.66669
28.07.1995;150;28.70;0.1675;3.3451;1.70954
29.07.1995;151;27.85;0.2712;3.3709;1.55213
30.07.1995;152;27.65;0.1855;7.4819;1.67575
31.07.1995;153;27.45;0.1712;11.7959;1.71085
01.08.1995;154;28.40;0.1438;10.8253;1.75861
02.08.1995;155;29.20;0.1295;11.2719;1.79422
03.08.1995;156;30.95;0.1203;17.1095;1.82132
04.08.1995;157;29.85;0.1136;16.3087;1.84318
05.08.1995;158;27.80;0.2889;13.5859;1.52573
06.08.1995;159;28.40;0.1772;11.4118;1.68607
07.08.1995;160;28.65;0.2380;9.7609;1.60907
08.08.1995;161;28.95;0.2136;8.4790;1.63937
09.08.1995;162;29.80;0.1552;7.4940;1.72659
10.08.1995;163;29.90;0.1355;8.1813;1.77540
11.08.1995;164;28.95;0.2001;13.8417;1.70033
12.08.1995;165;28.40;0.2293;16.7959;1.62219
13.08.1995;166;28.25;0.1578;16.0296;1.71997
14.08.1995;167;26.80;0.2870;13.9099;1.52602
15.08.1995;168;27.25;0.2333;11.8191;1.60787
16.08.1995;169;29.00;0.1584;10.0968;1.71825
17.08.1995;170;29.50;0.1369;9.8132;1.77120
18.08.1995;171;29.95;0.1471;24.6707;1.77023
19.08.1995;172;31.00;0.1331;24.2622;1.79530
20.08.1995;173;30.25;0.1227;19.1890;1.81897
21.08.1995;174;29.95;0.1158;15.3892;1.83908
22.08.1995;175;29.75;0.2118;12.6196;1.70920
23.08.1995;176;29.95;0.1548;10.5684;1.73452
24.08.1995;177;29.40;0.1350;9.0132;1.77830
25.08.1995;178;29.75;0.1835;7.8067;1.72565
26.08.1995;179;30.05;0.1484;6.8514;1.75380
27.08.1995;180;30.25;0.1459;6.0812;1.76665
28.08.1995;181;30.75;0.1318;5.4504;1.79498
29.08.1995;182;29.30;0.1221;4.9269;1.81945
30.08.1995;183;27.85;0.1153;4.4886;1.83992
31.08.1995;184;27.80;0.1334;4.1226;1.81663
01.09.1995;185;29.15;0.1369;3.8247;1.81129
02.09.1995;186;29.55;0.1317;3.5980;1.81570
03.09.1995;187;28.35;0.2469;3.4487;1.61933
04.09.1995;188;28.70;0.1815;3.3792;1.68418
05.09.1995;189;29.15;0.1472;3.3779;1.74742
06.09.1995;190;30.25;0.1315;3.4133;1.78742
07.09.1995;191;29.90;0.1217;3.4434;1.81632
08.09.1995;192;29.45;0.1898;3.4361;1.73260
09.09.1995;193;28.40;0.2618;3.3812;1.56818
10.09.1995;194;29.65;0.1614;3.2872;1.71060
11.09.1995;195;28.15;0.1917;3.1859;1.69170
12.09.1995;196;28.25;0.1990;3.1851;1.67187
13.09.1995;197;28.75;0.1919;3.5328;1.67890
14.09.1995;198;29.10;0.2317;4.4175;1.61787
15.09.1995;199;29.55;0.1924;6.8934;1.67050
16.09.1995;200;29.40;0.2330;10.2755;1.61517
17.09.1995;201;30.05;0.1907;10.5327;1.67267
18.09.1995;202;30.20;0.1601;9.9286;1.72530
19.09.1995;203;30.35;0.1383;10.6205;1.77100
20.09.1995;204;29.85;0.1259;13.1426;1.80405
21.09.1995;205;29.70;0.1178;14.9626;1.82909
22.09.1995;206;30.30;0.1117;14.4591;1.84973
23.09.1995;207;30.20;0.1068;12.7445;1.86767
24.09.1995;208;29.85;0.1025;10.9969;1.88450
25.09.1995;209;29.15;0.0990;9.5136;1.89939
26.09.1995;210;30.30;0.0963;8.2999;1.91186
27.09.1995;211;31.10;0.0936;7.3084;1.92464
28.09.1995;212;31.40;0.0909;6.4919;1.93863
29.09.1995;213;31.30;0.0911;5.8126;1.93840
30.09.1995;214;30.75;0.0889;5.2418;1.95079
01.10.1995;215;30.15;0.0870;4.7573;1.96197
02.10.1995;216;29.65;0.2443;4.3423;1.68571
03.10.1995;217;30.10;0.1592;3.9839;1.71954
04.10.1995;218;29.75;0.1370;3.6721;1.77135
05.10.1995;219;29.10;0.2152;3.3989;1.67335
06.10.1995;220;29.35;0.1557;3.1580;1.72820
07.10.1995;221;29.40;0.1373;2.9444;1.77262
08.10.1995;222;29.20;0.1258;2.7539;1.80476
09.10.1995;223;28.10;0.1176;2.5832;1.82978
10.10.1995;224;28.10;0.1119;2.4296;1.84962
11.10.1995;225;28.75;0.1074;2.2907;1.86631
12.10.1995;226;29.05;0.1034;2.1649;1.88202
13.10.1995;227;30.25;0.0999;2.0513;1.89652
14.10.1995;228;29.90;0.0967;1.9528;1.91034
15.10.1995;229;29.65;0.0955;1.8863;1.91712
16.10.1995;230;28.10;0.1124;1.9120;1.88252
17.10.1995;231;29.20;0.1890;2.1572;1.77764
18.10.1995;232;29.65;0.1495;2.6811;1.76766
19.10.1995;233;30.05;0.1321;3.2326;1.79329
20.10.1995;234;29.75;0.1218;3.5225;1.81924
21.10.1995;235;29.25;0.1145;3.5509;1.84141
22.10.1995;236;29.45;0.1088;3.4360;1.86103
23.10.1995;237;29.40;0.1043;3.2634;1.87769
24.10.1995;238;28.35;0.1005;3.0759;1.89309
25.10.1995;239;28.80;0.0971;2.8919;1.90789
26.10.1995;240;27.75;0.0939;2.7186;1.92333
27.10.1995;241;26.50;0.0911;2.5584;1.93761
28.10.1995;242;26.80;0.1076;2.4114;1.89478
29.10.1995;243;28.55;0.1134;2.2771;1.88524
30.10.1995;244;28.70;0.1098;2.1544;1.89122
31.10.1995;245;28.65;0.1055;2.0425;1.89985
01.11.1995;246;27.85;0.1015;1.9407;1.90945
02.11.1995;247;25.60;0.1144;1.8484;1.88421
03.11.1995;248;25.90;0.1239;1.7653;1.86794
04.11.1995;249;26.15;0.1366;1.6914;1.84453
05.11.1995;250;25.95;0.1263;1.6264;1.84717
06.11.1995;251;26.90;0.1178;1.5703;1.85547
07.11.1995;252;27.90;0.1113;1.5227;1.86757
08.11.1995;253;27.40;0.1061;1.4829;1.88092
09.11.1995;254;27.60;0.1018;1.4501;1.89481
10.11.1995;255;27.35;0.1028;1.4230;1.89400
11.11.1995;256;27.90;0.0999;1.4000;1.90492
12.11.1995;257;28.80;0.0968;1.3796;1.91728
13.11.1995;258;29.25;0.0936;1.3603;1.93081
14.11.1995;259;28.85;0.0906;1.3409;1.94498
15.11.1995;260;27.25;0.0881;1.3205;1.95864
16.11.1995;261;27.20;0.0856;1.2988;1.97373
17.11.1995;262;27.90;0.0831;1.2753;1.99296
18.11.1995;263;28.25;0.0808;1.2503;2.01356
19.11.1995;264;28.05;0.0786;1.2239;2.04156
20.11.1995;265;28.60;0.0766;1.1964;2.07467
21.11.1995;266;28.70;0.0752;1.1682;2.09266
22.11.1995;267;28.30;0.0743;1.1395;2.10157
23.11.1995;268;28.15;0.0735;1.1107;2.10897
24.11.1995;269;27.20;0.0728;1.0819;2.11609
25.11.1995;270;26.10;0.0722;1.0536;2.12227
26.11.1995;271;26.75;0.0717;1.0257;2.12780
27.11.1995;272;27.40;0.0712;0.9985;2.13280
28.11.1995;273;28.20;0.0708;0.9720;2.13743
29.11.1995;274;28.30;0.0704;0.9464;2.14172
30.11.1995;275;28.90;0.0701;0.9217;2.14569
01.12.1995;276;29.65;0.0698;0.8979;2.14939
02.12.1995;277;29.15;0.0695;0.8751;2.15283
03.12.1995;278;28.10;0.0693;0.8533;2.15621
04.12.1995;279;27.20;0.0690;0.8324;2.15942
05.12.1995;280;26.65;0.0688;0.8126;2.16259
06.12.1995;281;25.90;0.0686;0.7937;2.16552
07.12.1995;282;24.90;0.0684;0.7757;2.16824
08.12.1995;283;24.60;0.0682;0.7587;2.17078
09.12.1995;284;24.50;0.0680;0.7425;2.17351
10.12.1995;285;25.25;0.0678;0.7272;2.17598
11.12.1995;286;25.50;0.0676;0.7127;2.17843
12.12.1995;287;26.40;0.0675;0.6989;2.18064
13.12.1995;288;28.05;0.0673;0.6858;2.18273
14.12.1995;289;27.65;0.0672;0.6734;2.18486
15.12.1995;290;27.95;0.0671;0.6616;2.18694
16.12.1995;291;28.85;0.0669;0.6503;2.18895
17.12.1995;292;29.30;0.0668;0.6395;2.19087
18.12.1995;293;29.55;0.0667;0.6292;2.19262
19.12.1995;294;29.05;0.0666;0.6192;2.19438
20.12.1995;295;28.35;0.0664;0.6097;2.19632
21.12.1995;296;27.85;0.0663;0.6004;2.19810
22.12.1995;297;26.80;0.0662;0.5914;2.19994
23.12.1995;298;26.65;0.0661;0.5827;2.20160
24.12.1995;299;26.20;0.0660;0.5741;2.20338
25.12.1995;300;25.90;0.0659;0.5658;2.20491
26.12.1995;301;26.10;0.0658;0.5576;2.20635
27.12.1995;302;25.85;0.0658;0.5496;2.20773
28.12.1995;303;25.00;0.0657;0.5417;2.20936
29.12.1995;304;23.45;0.0656;0.5340;2.21094
30.12.1995;305;22.70;0.0655;0.5263;2.21243
31.12.1995;306;23.20;0.0654;0.5188;2.21401
01.01.1996;307;22.95;0.0653;0.5113;2.21546
02.01.1996;308;23.35;0.0653;0.5039;2.21705
03.01.1996;309;23.85;0.0652;0.4967;2.21843
04.01.1996;310;24.00;0.0651;0.4895;2.21980
05.01.1996;311;24.35;0.0651;0.4824;2.22110
06.01.1996;312;25.20;0.0650;0.4754;2.22237
07.01.1996;313;25.25;0.0649;0.4685;2.22360
08.01.1996;314;25.70;0.0649;0.4616;2.22488
09.01.1996;315;26.35;0.0648;0.4549;2.22608
10.01.1996;316;26.75;0.0647;0.4483;2.22766
11.01.1996;317;27.20;0.0647;0.4417;2.22906
12.01.1996;318;27.85;0.0646;0.4353;2.23046
13.01.1996;319;28.85;0.0645;0.4289;2.23170
14.01.1996;320;28.55;0.0645;0.4226;2.23293
15.01.1996;321;28.80;0.0644;0.4165;2.23425
16.01.1996;322;28.65;0.0644;0.4104;2.23551
17.01.1996;323;28.90;0.0643;0.4045;2.23653
18.01.1996;324;28.60;0.0643;0.3986;2.23795
19.01.1996;325;28.75;0.0642;0.3928;2.23914
20.01.1996;326;28.40;0.0641;0.3871;2.24028
21.01.1996;327;29.30;0.0641;0.3816;2.24194
22.01.1996;328;29.60;0.0640;0.3761;2.24341
23.01.1996;329;29.60;0.0640;0.3707;2.24497
24.01.1996;330;29.45;0.0639;0.3655;2.24634
25.01.1996;331;29.80;0.0639;0.3603;2.24464
26.01.1996;332;29.75;0.0639;0.3552;2.24372
27.01.1996;333;29.00;0.0638;0.3502;2.24348
28.01.1996;334;28.10;0.0638;0.3453;2.24404
29.01.1996;335;27.95;0.0638;0.3405;2.24470
30.01.1996;336;27.35;0.0637;0.3358;2.24570
31.01.1996;337;27.30;0.0637;0.3312;2.24662
01.02.1996;338;27.70;0.0637;0.3266;2.24735
02.02.1996;339;27.75;0.0636;0.3222;2.24813
03.02.1996;340;27.45;0.0636;0.3178;2.24790
04.02.1996;341;27.40;0.0636;0.3136;2.24844
05.02.1996;342;27.70;0.0635;0.3094;2.24980
06.02.1996;343;27.10;0.0635;0.3053;2.25072
07.02.1996;344;27.30;0.0634;0.3012;2.25147
08.02.1996;345;27.15;0.0634;0.2973;2.25217
09.02.1996;346;27.30;0.0634;0.2934;2.25286
10.02.1996;347;27.40;0.0633;0.2896;2.25359
11.02.1996;348;26.95;0.0633;0.2859;2.25390
12.02.1996;349;27.25;0.0633;0.2822;2.25477
13.02.1996;350;28.40;0.0632;0.2786;2.25569
14.02.1996;351;28.45;0.0632;0.2751;2.25588
15.02.1996;352;29.55;0.0632;0.2717;2.25563
16.02.1996;353;30.40;0.0632;0.2683;2.25551
17.02.1996;354;31.15;0.0632;0.2649;2.25593
18.02.1996;355;30.40;0.0631;0.2617;2.25624
19.02.1996;356;26.45;0.0631;0.2585;2.25779
20.02.1996;357;22.90;0.0630;0.2554;2.26047
21.02.1996;358;23.55;0.0630;0.2523;2.26210
22.02.1996;359;25.45;0.0630;0.2493;2.26276
23.02.1996;360;26.75;0.0629;0.2463;2.26343
24.02.1996;361;27.85;0.0629;0.2434;2.26427
25.02.1996;362;28.70;0.0629;0.2405;2.26527
26.02.1996;363;29.60;0.0629;0.2377;2.26640
27.02.1996;364;30.25;0.0628;0.2350;2.26756
28.02.1996;365;30.55;0.0789;0.2323;2.11241
29.02.1996;366;31.35;0.0768;0.2296;2.10596
01.03.1996;367;30.60;0.0746;0.2270;2.11124
02.03.1996;368;30.40;0.0723;0.2245;2.12208
03.03.1996;369;30.00;0.0697;0.2220;2.14481
04.03.1996;370;30.20;0.0678;0.2195;2.18223
05.03.1996;371;29.70;0.0670;0.2171;2.20186
06.03.1996;372;29.85;0.0666;0.2147;2.20877
07.03.1996;373;30.80;0.0663;0.2123;2.21349
08.03.1996;374;32.40;0.0660;0.2100;2.21758
09.03.1996;375;33.00;0.0657;0.2078;2.22082
10.03.1996;376;32.75;0.0655;0.2056;2.22385
11.03.1996;377;31.15;0.0653;0.2034;2.22689
12.03.1996;378;27.85;0.1545;0.2012;1.97649
13.03.1996;379;29.85;0.1372;0.1991;1.92040
14.03.1996;380;31.55;0.1243;0.1971;1.89915
15.03.1996;381;32.00;0.1153;0.1950;1.89120
16.03.1996;382;32.55;0.1081;0.1930;1.89604
17.03.1996;383;32.65;0.1022;0.1911;1.90782
18.03.1996;384;32.95;0.0967;0.1891;1.92513
19.03.1996;385;33.45;0.0916;0.1872;1.94774
20.03.1996;386;34.50;0.0870;0.1853;1.97656
21.03.1996;387;35.00;0.0826;0.1835;2.02080
22.03.1996;388;35.25;0.0795;0.1817;2.06103
23.03.1996;389;30.70;0.1631;0.1799;1.83976
24.03.1996;390;29.20;0.2074;0.1782;1.71678
25.03.1996;391;30.05;0.1532;0.1764;1.73883
26.03.1996;392;29.75;0.1572;0.1747;1.74660
27.03.1996;393;30.60;0.1418;0.1731;1.77265
28.03.1996;394;28.25;0.2754;0.1714;1.54737
29.03.1996;395;30.30;0.1622;0.1698;1.70835
30.03.1996;396;31.30;0.1382;0.1682;1.76696
31.03.1996;397;32.00;0.1254;0.1666;1.80338
01.04.1996;398;32.90;0.1164;0.1651;1.83142
02.04.1996;399;32.65;0.1092;0.1635;1.85614
03.04.1996;400;28.50;0.2031;0.1620;1.72866
04.04.1996;401;26.90;0.1534;0.1606;1.74253
05.04.1996;402;27.35;0.1388;0.1591;1.77394
06.04.1996;403;29.50;0.1271;0.1577;1.80363
07.04.1996;404;31.20;0.1188;0.1563;1.82787
08.04.1996;405;32.80;0.1124;0.1549;1.84852
09.04.1996;406;33.70;0.1070;0.1535;1.86755
10.04.1996;407;33.55;0.1024;0.1522;1.88491
11.04.1996;408;33.40;0.0984;0.1509;1.90152
12.04.1996;409;30.65;0.0952;0.1507;1.91634
13.04.1996;410;30.35;0.3131;0.1582;1.48395
14.04.1996;411;29.95;0.1638;0.2179;1.70408
15.04.1996;412;30.60;0.1392;0.5203;1.76449
16.04.1996;413;31.00;0.1265;1.2968;1.80057
17.04.1996;414;31.60;0.1262;2.1615;1.81125
18.04.1996;415;32.90;0.1188;3.6153;1.83244
19.04.1996;416;32.80;0.1124;11.5690;1.85168
20.04.1996;417;30.15;0.1071;12.9742;1.86922
21.04.1996;418;29.45;0.1036;11.0462;1.88246
22.04.1996;419;29.85;0.1001;9.3733;1.89659
23.04.1996;420;30.70;0.0966;8.0710;1.91163
24.04.1996;421;32.25;0.0932;7.0471;1.92753
25.04.1996;422;32.70;0.0904;6.2265;1.94188
26.04.1996;423;30.00;0.2419;5.5569;1.68236
27.04.1996;424;29.70;0.1590;5.0019;1.71996
28.04.1996;425;29.85;0.2277;4.5358;1.63442
29.04.1996;426;29.65;0.1845;4.1397;1.68253
30.04.1996;427;28.90;0.2744;3.7996;1.54586
01.05.1996;428;29.80;0.1779;3.5050;1.68585
02.05.1996;429;29.75;0.1457;3.2477;1.75049
03.05.1996;430;30.25;0.1317;3.0214;1.78761
04.05.1996;431;30.50;0.1260;2.8285;1.80844
05.05.1996;432;30.65;0.1363;4.3736;1.80093
06.05.1996;433;29.95;0.1267;12.9889;1.81846
07.05.1996;434;31.15;0.1225;13.1846;1.82880
08.05.1996;435;29.40;0.2712;11.1512;1.56109
09.05.1996;436;29.20;0.1618;9.4828;1.70938
10.05.1996;437;29.35;0.2260;8.1848;1.63535
11.05.1996;438;29.25;0.1577;7.1593;1.72109
12.05.1996;439;29.15;0.1743;6.3335;1.71846
13.05.1996;440;28.35;0.1746;5.6614;1.71567
14.05.1996;441;29.75;0.2302;5.2026;1.62639
15.05.1996;442;31.25;0.1577;5.7787;1.72028
16.05.1996;443;28.95;0.1362;8.5997;1.77280
17.05.1996;444;30.10;0.1411;10.1510;1.77895
18.05.1996;445;31.25;0.1294;9.6397;1.80380
19.05.1996;446;30.50;0.1205;8.7680;1.82600
20.05.1996;447;30.65;0.1206;8.3949;1.83163
21.05.1996;448;31.20;0.1221;8.6863;1.83453
22.05.1996;449;30.30;0.1784;8.7522;1.76279
23.05.1996;450;30.60;0.1467;8.2141;1.76946
24.05.1996;451;31.15;0.1306;7.4290;1.79650
25.05.1996;452;31.85;0.1206;6.6520;1.82233
26.05.1996;453;33.10;0.1135;5.9630;1.84437
27.05.1996;454;32.95;0.1078;5.3717;1.86409
28.05.1996;455;33.10;0.1033;4.8680;1.88116
29.05.1996;456;33.65;0.0994;4.4378;1.89721
30.05.1996;457;32.95;0.0959;4.0682;1.91303
31.05.1996;458;31.95;0.0942;3.7486;1.92158
01.06.1996;459;31.20;0.0917;3.4705;1.93412
02.06.1996;460;29.30;0.1342;3.2276;1.85566
03.06.1996;461;29.25;0.1503;3.0152;1.82088
04.06.1996;462;30.25;0.1951;2.8299;1.73395
05.06.1996;463;31.75;0.1507;2.6692;1.74888
06.06.1996;464;32.60;0.1326;2.5308;1.78648
07.06.1996;465;31.50;0.1245;2.4123;1.81080
08.06.1996;466;29.55;0.2044;2.3112;1.70915
09.06.1996;467;30.65;0.1536;2.2242;1.73806
10.06.1996;468;31.95;0.1343;2.1483;1.78040
11.06.1996;469;32.20;0.1240;2.0801;1.80995
12.06.1996;470;32.10;0.1254;2.0168;1.81638
13.06.1996;471;29.60;0.1823;1.9564;1.74669
14.06.1996;472;29.00;0.2246;1.8972;1.63973
15.06.1996;473;29.95;0.1593;1.8387;1.71916
16.06.1996;474;31.30;0.1378;1.7805;1.76992
17.06.1996;475;29.95;0.1282;1.7230;1.79900
18.06.1996;476;31.25;0.1200;1.6671;1.82378
19.06.1996;477;30.65;0.1135;1.6146;1.84489
20.06.1996;478;30.15;0.1447;1.5697;1.80335
21.06.1996;479;30.25;0.1327;1.5414;1.81346
22.06.1996;480;31.25;0.1224;1.5511;1.82913
23.06.1996;481;32.20;0.1150;1.6677;1.84649
24.06.1996;482;31.80;0.1092;2.1207;1.86353
25.06.1996;483;30.95;0.1046;3.1469;1.87930
26.06.1996;484;31.00;0.1010;4.1626;1.89315
27.06.1996;485;32.05;0.0978;4.5434;1.90654
28.06.1996;486;32.40;0.0946;4.4722;1.92093
29.06.1996;487;32.65;0.0917;4.2290;1.93524
30.06.1996;488;31.35;0.0889;3.9443;1.95084
01.07.1996;489;30.70;0.2203;3.6654;1.73867
02.07.1996;490;30.25;0.1557;3.4078;1.73602
03.07.1996;491;29.30;0.2657;3.1749;1.56305
04.07.1996;492;29.45;0.1612;2.9662;1.71060
05.07.1996;493;29.80;0.1378;2.7795;1.76799
06.07.1996;494;29.70;0.2201;2.6125;1.66289
07.07.1996;495;29.85;0.1560;2.4629;1.72614
08.07.1996;496;30.85;0.1354;2.3283;1.77544
09.07.1996;497;31.60;0.1240;2.2071;1.80840
10.07.1996;498;31.65;0.1160;2.1019;1.83379
