Date;Day;mean_temp_7.5cm;Simulated_WC_theta;Simulated leaching [mm];pF_from_theta
21.03.2017;8,057;31.15;0.1255;0.2055;1.81782
22.03.2017;8,058;31.55;0.1169;0.2032;1.83860
23.03.2017;8,059;32.35;0.1105;0.2010;1.85766
24.03.2017;8,060;32.45;0.1053;0.1989;1.87556
25.03.2017;8,061;32.20;0.1011;0.1967;1.89155
26.03.2017;8,062;31.50;0.0983;0.1947;1.90381
27.03.2017;8,063;29.40;0.0956;0.1926;1.91608
28.03.2017;8,064;30.35;0.0932;0.1906;1.92755
29.03.2017;8,065;32.05;0.0906;0.1886;1.94101
30.03.2017;8,066;32.90;0.0879;0.1867;1.95698
31.03.2017;8,067;32.60;0.0853;0.1848;1.97418
01.04.2017;8,068;30.85;0.1052;0.1829;1.91191
02.04.2017;8,069;30.95;0.1028;0.1811;1.91547
03.04.2017;8,070;31.95;0.0996;0.1793;1.92406
04.04.2017;8,071;32.50;0.0965;0.1775;1.93327
05.04.2017;8,072;32.65;0.0934;0.1757;1.94375
06.04.2017;8,073;32.15;0.0905;0.1740;1.95494
07.04.2017;8,074;33.60;0.0879;0.1723;1.96700
08.04.2017;8,075;34.30;0.0853;0.1706;1.98185
09.04.2017;8,076;35.15;0.0826;0.1690;2.00081
10.04.2017;8,077;35.40;0.0799;0.1674;2.02753
11.04.2017;8,078;36.10;0.0774;0.1658;2.06707
12.04.2017;8,079;36.10;0.0757;0.1642;2.09018
13.04.2017;8,080;34.85;0.0753;0.1627;2.07421
14.04.2017;8,081;34.45;0.0739;0.1612;2.10354
15.04.2017;8,082;34.65;0.0731;0.1597;2.11216
16.04.2017;8,083;35.10;0.0725;0.1582;2.11859
17.04.2017;8,084;35.05;0.0719;0.1568;2.12405
18.04.2017;8,085;35.45;0.0715;0.1554;2.12905
19.04.2017;8,086;35.00;0.0710;0.1540;2.13361
20.04.2017;8,087;35.00;0.0706;0.1526;2.13806
21.04.2017;8,088;35.80;0.0703;0.1512;2.14206
22.04.2017;8,089;35.70;0.0700;0.1499;2.14546
23.04.2017;8,090;36.15;0.0697;0.1486;2.14906
24.04.2017;8,091;35.20;0.0697;0.1473;2.13510
25.04.2017;8,092;32.50;0.0697;0.1460;2.12726
26.04.2017;8,093;30.60;0.2402;0.1448;1.74441
27.04.2017;8,094;32.05;0.1581;0.1435;1.72705
28.04.2017;8,095;30.70;0.1357;0.1423;1.77567
29.04.2017;8,096;30.90;0.1242;0.1411;1.80816
30.04.2017;8,097;31.45;0.1163;0.1399;1.83324
01.05.2017;8,098;32.00;0.1101;0.1387;1.85462
02.05.2017;8,099;32.80;0.1052;0.1376;1.87324
03.05.2017;8,100;33.75;0.1005;0.1364;1.89171
04.05.2017;8,101;33.85;0.0962;0.1353;1.91096
05.05.2017;8,102;31.55;0.1707;0.1342;1.79670
06.05.2017;8,103;31.25;0.1442;0.1331;1.79159
07.05.2017;8,104;29.35;0.2632;0.1321;1.57270
08.05.2017;8,105;30.80;0.1611;0.1310;1.71105
09.05.2017;8,106;30.45;0.1376;0.1300;1.76850
10.05.2017;8,107;29.80;0.2479;0.1289;1.60342
11.05.2017;8,108;30.10;0.2115;0.1279;1.64158
12.05.2017;8,109;30.10;0.1656;0.1269;1.71157
13.05.2017;8,110;29.95;0.1406;0.1260;1.76400
14.05.2017;8,111;30.55;0.1275;0.1250;1.79890
15.05.2017;8,112;30.10;0.1290;0.1241;1.80643
16.05.2017;8,113;28.15;0.3088;0.1232;1.49050
17.05.2017;8,114;28.05;0.2942;0.1224;1.51351
18.05.2017;8,115;28.10;0.2056;0.1413;1.64719
19.05.2017;8,116;29.25;0.2317;15.0298;1.61516
20.05.2017;8,117;30.35;0.1580;43.9572;1.71920
21.05.2017;8,118;30.45;0.1365;30.6271;1.77197
22.05.2017;8,119;30.50;0.2119;23.1441;1.67950
23.05.2017;8,120;30.90;0.1547;19.5206;1.73083
24.05.2017;8,121;29.75;0.1352;17.1473;1.77696
25.05.2017;8,122;29.30;0.2950;14.6238;1.51337
26.05.2017;8,123;29.15;0.2055;12.3076;1.64728
27.05.2017;8,124;28.55;0.1534;10.4350;1.73092
28.05.2017;8,125;29.30;0.1341;9.0661;1.77875
29.05.2017;8,126;30.55;0.1274;14.3180;1.80261
30.05.2017;8,127;30.00;0.1194;21.2174;1.82668
31.05.2017;8,128;30.15;0.1242;17.6044;1.82532
01.06.2017;8,129;31.20;0.1177;14.3139;1.84204
02.06.2017;8,130;31.95;0.1121;11.8818;1.85754
03.06.2017;8,131;32.40;0.1072;10.0507;1.87250
04.06.2017;8,132;33.00;0.1032;8.6383;1.88652
05.06.2017;8,133;33.50;0.0999;7.5253;1.89944
06.06.2017;8,134;32.40;0.0968;6.6316;1.91248
07.06.2017;8,135;29.95;0.1972;5.9021;1.76684
08.06.2017;8,136;28.70;0.2868;5.2982;1.52649
09.06.2017;8,137;29.10;0.1745;4.7917;1.68980
10.06.2017;8,138;29.65;0.1629;4.3623;1.72595
11.06.2017;8,139;28.90;0.2467;3.9945;1.59773
12.06.2017;8,140;29.65;0.1600;3.6767;1.71432
13.06.2017;8,141;30.15;0.1388;3.4066;1.76711
14.06.2017;8,142;29.90;0.2060;3.5488;1.68779
15.06.2017;8,143;29.75;0.1660;7.0713;1.71586
16.06.2017;8,144;30.60;0.1417;11.3617;1.76322
17.06.2017;8,145;30.40;0.1280;12.6059;1.79819
18.06.2017;8,146;29.75;0.1249;11.8314;1.81328
19.06.2017;8,147;30.85;0.1180;10.3769;1.83391
20.06.2017;8,148;30.40;0.1121;9.0337;1.85234
21.06.2017;8,149;31.00;0.1076;7.9889;1.86797
22.06.2017;8,150;30.95;0.1037;7.2365;1.88247
23.06.2017;8,151;30.05;0.2099;6.6928;1.73270
24.06.2017;8,152;30.15;0.2723;6.2496;1.54969
25.06.2017;8,153;30.00;0.1623;5.8320;1.70841
26.06.2017;8,154;30.00;0.1895;5.4172;1.69430
27.06.2017;8,155;29.80;0.2216;5.0119;1.63634
28.06.2017;8,156;30.15;0.1576;4.6283;1.72183
29.06.2017;8,157;29.70;0.1887;4.2866;1.69904
30.06.2017;8,158;29.50;0.2174;4.3836;1.64427
01.07.2017;8,159;30.15;0.1601;7.0804;1.71895
02.07.2017;8,160;30.20;0.1383;9.9666;1.76927
03.07.2017;8,161;30.25;0.1263;10.5004;1.80257
04.07.2017;8,162;29.30;0.1190;10.2692;1.82608
05.07.2017;8,163;29.70;0.1163;9.7032;1.83895
06.07.2017;8,164;30.25;0.1113;9.3416;1.85584
07.07.2017;8,165;30.20;0.1071;9.2150;1.87091
08.07.2017;8,166;30.65;0.1034;8.8373;1.88490
09.07.2017;8,167;30.60;0.1002;8.1379;1.89748
10.07.2017;8,168;30.30;0.0972;7.3371;1.91021
11.07.2017;8,169;30.55;0.0946;6.5781;1.92232
12.07.2017;8,170;30.60;0.0929;5.9073;1.93044
13.07.2017;8,171;30.25;0.0914;5.3284;1.93839
14.07.2017;8,172;29.65;0.1726;4.8318;1.81350
15.07.2017;8,173;28.85;0.1591;4.4048;1.77782
16.07.2017;8,174;28.65;0.1851;4.0361;1.72214
17.07.2017;8,175;28.05;0.2002;3.7156;1.67662
18.07.2017;8,176;28.65;0.1856;3.4354;1.68828
19.07.2017;8,177;28.60;0.1626;3.1889;1.72464
20.07.2017;8,178;29.15;0.1413;2.9708;1.76611
21.07.2017;8,179;28.80;0.1401;2.7768;1.77919
22.07.2017;8,180;28.75;0.2291;2.6033;1.64883
23.07.2017;8,181;29.50;0.1579;2.4474;1.72121
24.07.2017;8,182;30.00;0.1422;2.3068;1.76310
25.07.2017;8,183;29.90;0.1498;2.1794;1.76499
26.07.2017;8,184;27.00;0.2623;2.0636;1.57174
27.07.2017;8,185;25.50;0.3068;1.9589;1.49329
28.07.2017;8,186;26.60;0.3228;1.8678;1.46675
29.07.2017;8,187;27.35;0.2023;2.9549;1.65089
30.07.2017;8,188;28.30;0.1531;72.9905;1.73205
31.07.2017;8,189;29.50;0.1801;47.1186;1.71385
01.08.2017;8,190;28.80;0.1473;31.2471;1.75300
02.08.2017;8,191;29.15;0.1317;22.8407;1.78888
03.08.2017;8,192;29.40;0.1625;17.7296;1.75731
04.08.2017;8,193;28.75;0.1412;14.3020;1.77817
05.08.2017;8,194;28.20;0.1349;11.8613;1.79195
06.08.2017;8,195;28.60;0.1348;10.0635;1.79833
07.08.2017;8,196;29.00;0.1255;8.7100;1.81759
08.08.2017;8,197;29.25;0.1179;7.6686;1.83640
09.08.2017;8,198;29.80;0.1128;6.8453;1.85194
10.08.2017;8,199;29.95;0.1258;6.1742;1.83421
11.08.2017;8,200;29.85;0.1280;5.6122;1.83204
12.08.2017;8,201;30.75;0.1878;5.1329;1.75104
13.08.2017;8,202;31.20;0.1493;4.7199;1.75853
14.08.2017;8,203;30.95;0.1319;4.3622;1.79052
15.08.2017;8,204;30.75;0.1218;4.0510;1.81771
16.08.2017;8,205;29.30;0.1690;3.7789;1.76112
17.08.2017;8,206;29.40;0.2411;3.5393;1.61249
18.08.2017;8,207;29.30;0.2185;3.3264;1.63203
19.08.2017;8,208;28.80;0.2106;3.1355;1.64618
20.08.2017;8,209;28.40;0.2407;2.9629;1.60002
21.08.2017;8,210;29.20;0.2521;2.8056;1.58010
22.08.2017;8,211;30.55;0.1603;2.6615;1.71298
23.08.2017;8,212;30.65;0.1375;2.5290;1.76906
24.08.2017;8,213;29.45;0.1253;2.5353;1.80404
25.08.2017;8,214;29.85;0.1179;13.7017;1.82825
26.08.2017;8,215;29.10;0.1452;19.7048;1.79522
27.08.2017;8,216;28.40;0.2388;15.9324;1.63106
28.08.2017;8,217;29.20;0.1907;12.9640;1.67265
29.08.2017;8,218;28.40;0.1583;10.7933;1.72792
30.08.2017;8,219;29.00;0.1418;9.1670;1.76578
31.08.2017;8,220;29.95;0.1791;7.9149;1.72744
01.09.2017;8,221;30.25;0.1469;6.9281;1.75727
02.09.2017;8,222;29.40;0.1313;6.1451;1.79088
03.09.2017;8,223;30.25;0.1940;5.5920;1.71612
04.09.2017;8,224;31.05;0.1510;5.4832;1.74545
05.09.2017;8,225;30.45;0.1562;5.9846;1.74966
06.09.2017;8,226;28.95;0.1534;6.5206;1.75671
07.09.2017;8,227;29.50;0.2652;6.5318;1.56524
08.09.2017;8,228;30.35;0.1654;6.1810;1.70437
09.09.2017;8,229;30.75;0.1401;5.7305;1.76319
10.09.2017;8,230;30.30;0.1439;5.2983;1.77202
11.09.2017;8,231;30.50;0.1545;4.9211;1.76394
12.09.2017;8,232;30.80;0.1368;4.6411;1.78713
13.09.2017;8,233;31.15;0.1252;5.1755;1.81174
14.09.2017;8,234;30.95;0.1170;8.2560;1.83442
15.09.2017;8,235;29.05;0.1118;9.7416;1.85175
16.09.2017;8,236;28.55;0.2391;8.9861;1.65491
17.09.2017;8,237;29.45;0.1714;7.9184;1.70040
18.09.2017;8,238;29.85;0.1885;6.9771;1.69291
19.09.2017;8,239;30.90;0.1495;6.1978;1.74440
20.09.2017;8,240;30.20;0.1366;5.5564;1.77790
21.09.2017;8,241;30.35;0.1258;5.0253;1.80694
22.09.2017;8,242;31.15;0.1182;4.5813;1.82981
23.09.2017;8,243;29.15;0.2282;4.2081;1.67164
24.09.2017;8,244;29.90;0.1822;3.9033;1.68766
25.09.2017;8,245;29.70;0.1861;3.7089;1.69232
26.09.2017;8,246;29.20;0.2368;3.7601;1.61068
27.09.2017;8,247;30.40;0.1588;4.1957;1.71728
28.09.2017;8,248;30.25;0.1369;4.7806;1.77095
29.09.2017;8,249;30.45;0.1339;5.0706;1.78935
30.09.2017;8,250;30.10;0.1335;5.0191;1.79881
01.10.2017;8,251;30.10;0.1390;4.9148;1.79603
02.10.2017;8,252;29.80;0.1974;5.8956;1.71624
03.10.2017;8,253;29.05;0.2321;8.7057;1.61925
04.10.2017;8,254;27.80;0.2994;9.5144;1.50537
05.10.2017;8,255;28.40;0.2666;8.7086;1.55689
06.10.2017;8,256;29.05;0.1634;7.6992;1.70705
07.10.2017;8,257;29.55;0.1499;12.1565;1.74823
08.10.2017;8,258;30.25;0.2485;36.4444;1.59801
09.10.2017;8,259;30.10;0.1600;28.0618;1.71415
10.10.2017;8,260;29.35;0.1696;20.9858;1.72297
11.10.2017;8,261;29.40;0.1809;16.3558;1.70884
12.10.2017;8,262;29.00;0.1545;13.3203;1.74059
13.10.2017;8,263;29.50;0.1885;11.9042;1.70490
14.10.2017;8,264;30.30;0.2122;11.8975;1.65344
15.10.2017;8,265;29.70;0.1548;11.4428;1.72846
16.10.2017;8,266;29.35;0.1366;10.2699;1.77378
17.10.2017;8,267;27.40;0.2750;9.0439;1.54827
18.10.2017;8,268;28.05;0.1634;8.0181;1.70651
19.10.2017;8,269;28.00;0.1394;7.2244;1.76453
20.10.2017;8,270;29.30;0.1271;6.7006;1.79965
21.10.2017;8,271;29.10;0.1188;6.7980;1.82556
22.10.2017;8,272;29.20;0.1126;10.9711;1.84675
23.10.2017;8,273;28.70;0.1075;14.5971;1.86502
24.10.2017;8,274;27.55;0.1036;12.9397;1.88047
25.10.2017;8,275;27.95;0.1005;10.9008;1.89383
26.10.2017;8,276;28.25;0.0976;9.2713;1.90681
27.10.2017;8,277;28.35;0.0947;8.0015;1.91992
28.10.2017;8,278;27.75;0.0921;6.9982;1.93320
29.10.2017;8,279;27.15;0.0894;6.1908;1.94740
30.10.2017;8,280;26.40;0.0870;5.5300;1.96218
31.10.2017;8,281;25.70;0.0846;4.9810;1.97814
01.11.2017;8,282;26.00;0.0826;4.5189;1.99438
02.11.2017;8,283;26.85;0.0809;4.1254;2.00847
03.11.2017;8,284;25.90;0.0789;3.7871;2.03151
04.11.2017;8,285;24.75;0.0770;3.4934;2.06129
05.11.2017;8,286;24.20;0.0753;3.2366;2.09072
06.11.2017;8,287;24.75;0.0747;3.0105;2.08525
07.11.2017;8,288;26.00;0.0736;2.8100;2.10576
08.11.2017;8,289;26.35;0.0729;2.6312;2.11345
09.11.2017;8,290;27.10;0.0723;2.4710;2.11970
10.11.2017;8,291;27.40;0.0718;2.3267;2.12514
11.11.2017;8,292;27.95;0.0790;2.1963;2.01654
12.11.2017;8,293;28.00;0.0775;2.0778;2.02591
13.11.2017;8,294;28.00;0.0758;1.9698;2.03946
14.11.2017;8,295;28.10;0.0740;1.8710;2.06070
15.11.2017;8,296;28.15;0.0735;1.7803;2.06827
16.11.2017;8,297;29.20;0.0737;1.6969;2.06338
17.11.2017;8,298;29.65;0.0722;1.6199;2.09193
18.11.2017;8,299;29.45;0.0709;1.5487;2.13188
19.11.2017;8,300;28.95;0.0703;1.4826;2.14229
20.11.2017;8,301;28.60;0.0755;1.4212;2.04752
21.11.2017;8,302;27.40;0.0739;1.3640;2.06026
22.11.2017;8,303;27.05;0.0723;1.3106;2.07951
23.11.2017;8,304;27.40;0.0710;1.2606;2.10577
24.11.2017;8,305;26.25;0.0697;1.2138;2.14538
25.11.2017;8,306;25.90;0.0693;1.1699;2.15632
26.11.2017;8,307;26.20;0.0689;1.1286;2.16227
27.11.2017;8,308;26.40;0.0686;1.0897;2.16679
28.11.2017;8,309;26.60;0.0683;1.0530;2.17064
29.11.2017;8,310;27.65;0.0681;1.0184;2.17419
30.11.2017;8,311;27.90;0.0679;0.9856;2.17733
01.12.2017;8,312;27.55;0.0677;0.9546;2.18017
02.12.2017;8,313;27.05;0.0675;0.9253;2.18296
03.12.2017;8,314;27.15;0.0673;0.8974;2.18534
04.12.2017;8,315;27.45;0.0671;0.8709;2.18769
05.12.2017;8,316;27.20;0.0670;0.8457;2.18984
06.12.2017;8,317;27.15;0.0668;0.8217;2.19188
07.12.2017;8,318;27.50;0.0667;0.7989;2.19409
08.12.2017;8,319;27.65;0.0666;0.7771;2.19612
09.12.2017;8,320;27.40;0.0664;0.7563;2.19800
10.12.2017;8,321;27.60;0.0663;0.7364;2.19984
11.12.2017;8,322;28.25;0.0662;0.7174;2.20173
12.12.2017;8,323;28.55;0.0661;0.6991;2.20339
13.12.2017;8,324;28.85;0.0660;0.6817;2.20501
14.12.2017;8,325;28.80;0.0659;0.6650;2.20660
15.12.2017;8,326;28.80;0.0658;0.6490;2.20816
16.12.2017;8,327;28.00;0.0657;0.6336;2.20955
17.12.2017;8,328;26.70;0.0656;0.6188;2.21108
18.12.2017;8,329;24.60;0.0655;0.6046;2.21235
19.12.2017;8,330;23.05;0.0654;0.5909;2.21407
20.12.2017;8,331;22.20;0.0654;0.5777;2.21562
21.12.2017;8,332;22.85;0.0653;0.5651;2.21708
22.12.2017;8,333;24.15;0.0652;0.5529;2.21827
23.12.2017;8,334;25.55;0.0651;0.5411;2.21962
24.12.2017;8,335;26.60;0.0651;0.5297;2.22097
25.12.2017;8,336;25.45;0.0650;0.5188;2.22205
26.12.2017;8,337;24.30;0.0649;0.5082;2.22324
27.12.2017;8,338;23.50;0.0841;0.4980;2.06379
28.12.2017;8,339;24.85;0.0834;0.4881;2.05445
29.12.2017;8,340;26.25;0.0818;0.4785;2.05594
30.12.2017;8,341;27.25;0.0800;0.4693;2.06094
31.12.2017;8,342;26.70;0.0780;0.4603;2.06917
01.01.2018;8,343;26.25;0.0760;0.4517;2.08023
02.01.2018;8,344;26.60;0.0741;0.4433;2.09643
03.01.2018;8,345;27.35;0.0722;0.4351;2.12095
04.01.2018;8,346;27.60;0.0705;0.4273;2.15819
05.01.2018;8,347;28.20;0.0697;0.4196;2.16858
06.01.2018;8,348;28.35;0.0692;0.4122;2.17494
07.01.2018;8,349;28.20;0.0854;0.4050;2.05115
08.01.2018;8,350;29.15;0.0839;0.3980;2.04864
09.01.2018;8,351;29.40;0.0819;0.3912;2.05317
10.01.2018;8,352;25.25;0.0799;0.3846;2.06000
11.01.2018;8,353;25.75;0.0778;0.3782;2.06988
12.01.2018;8,354;25.05;0.0756;0.3720;2.08516
13.01.2018;8,355;24.85;0.0734;0.3659;2.11076
14.01.2018;8,356;25.55;0.0715;0.3600;2.14903
15.01.2018;8,357;25.30;0.0705;0.3543;2.16275
16.01.2018;8,358;26.10;0.0698;0.3487;2.16977
17.01.2018;8,359;27.10;0.0693;0.3432;2.17549
18.01.2018;8,360;27.20;0.0688;0.3379;2.18053
19.01.2018;8,361;27.20;0.0684;0.3328;2.18499
20.01.2018;8,362;28.15;0.0680;0.3277;2.18901
21.01.2018;8,363;28.55;0.0677;0.3228;2.19276
22.01.2018;8,364;28.75;0.0674;0.3181;2.19481
23.01.2018;8,365;28.80;0.0672;0.3134;2.19723
24.01.2018;8,366;28.65;0.0670;0.3089;2.19974
25.01.2018;8,367;28.70;0.0668;0.3044;2.20218
26.01.2018;8,368;29.10;0.0666;0.3001;2.20463
27.01.2018;8,369;29.45;0.0664;0.2959;2.20682
28.01.2018;8,370;30.05;0.0662;0.2917;2.20900
29.01.2018;8,371;30.35;0.0661;0.2877;2.21110
30.01.2018;8,372;27.55;0.0659;0.2838;2.21325
31.01.2018;8,373;27.15;0.0658;0.2799;2.21552
01.02.2018;8,374;25.35;0.0657;0.2761;2.21746
02.02.2018;8,375;25.70;0.0655;0.2725;2.21937
03.02.2018;8,376;26.15;0.0654;0.2689;2.22098
04.02.2018;8,377;26.20;0.0653;0.2654;2.22234
05.02.2018;8,378;25.70;0.0652;0.2619;2.22358
06.02.2018;8,379;25.05;0.0651;0.2586;2.22493
07.02.2018;8,380;24.85;0.0650;0.2553;2.22675
08.02.2018;8,381;25.40;0.0649;0.2520;2.22821
09.02.2018;8,382;26.40;0.0648;0.2489;2.22965
10.02.2018;8,383;27.65;0.0648;0.2458;2.23083
11.02.2018;8,384;28.00;0.0647;0.2428;2.23169
12.02.2018;8,385;28.30;0.0646;0.2398;2.23278
13.02.2018;8,386;27.75;0.0645;0.2369;2.23409
14.02.2018;8,387;27.75;0.0645;0.2341;2.23536
15.02.2018;8,388;29.15;0.0644;0.2313;2.23661
16.02.2018;8,389;29.55;0.0643;0.2286;2.23726
17.02.2018;8,390;30.20;0.0643;0.2259;2.23794
18.02.2018;8,391;30.80;0.0642;0.2233;2.23913
19.02.2018;8,392;30.90;0.0642;0.2207;2.24010
20.02.2018;8,393;31.60;0.0641;0.2182;2.24136
21.02.2018;8,394;31.60;0.0660;0.2157;2.16635
22.02.2018;8,395;29.10;0.0653;0.2133;2.18188
23.02.2018;8,396;27.90;0.0837;0.2109;2.08392
24.02.2018;8,397;29.15;0.0824;0.2086;2.07545
25.02.2018;8,398;30.60;0.0807;0.2063;2.07688
26.02.2018;8,399;30.35;0.0788;0.2040;2.08204
27.02.2018;8,400;29.65;0.0768;0.2018;2.09003
28.02.2018;8,401;31.05;0.0750;0.1997;2.09982
01.03.2018;8,402;31.20;0.0727;0.1975;2.12119
02.03.2018;8,403;32.15;0.0706;0.1954;2.16033
03.03.2018;8,404;32.45;0.0696;0.1934;2.17810
04.03.2018;8,405;33.05;0.0689;0.1914;2.18529
05.03.2018;8,406;33.05;0.0684;0.1894;2.19103
06.03.2018;8,407;32.45;0.0680;0.1874;2.19604
07.03.2018;8,408;32.70;0.0676;0.1855;2.19904
08.03.2018;8,409;32.80;0.0673;0.1836;2.20256
09.03.2018;8,410;30.00;0.0670;0.1818;2.20592
10.03.2018;8,411;29.60;0.0667;0.1800;2.20871
11.03.2018;8,412;30.45;0.0665;0.1782;2.21135
12.03.2018;8,413;30.75;0.0663;0.1764;2.21408
13.03.2018;8,414;30.25;0.0661;0.1747;2.21666
14.03.2018;8,415;31.75;0.0659;0.1730;2.21894
15.03.2018;8,416;30.90;0.0657;0.1713;2.22096
16.03.2018;8,417;29.95;0.1073;0.1697;2.03234
17.03.2018;8,418;31.55;0.1047;0.1681;2.01381
18.03.2018;8,419;32.40;0.1029;0.1665;2.00655
19.03.2018;8,420;32.40;0.1007;0.1649;2.00214
20.03.2018;8,421;32.30;0.0986;0.1634;1.99923
21.03.2018;8,422;29.35;0.1052;0.1619;1.98140
22.03.2018;8,423;28.55;0.1032;0.1604;1.97796
23.03.2018;8,424;29.85;0.1013;0.1589;1.97532
24.03.2018;8,425;30.75;0.0991;0.1575;1.97414
25.03.2018;8,426;31.45;0.0970;0.1560;1.97415
26.03.2018;8,427;30.60;0.0955;0.1546;1.97377
27.03.2018;8,428;30.30;0.0939;0.1532;1.97460
28.03.2018;8,429;31.25;0.0926;0.1519;1.97586
29.03.2018;8,430;31.50;0.1040;0.1505;1.94946
30.03.2018;8,431;28.75;0.2277;0.1492;1.75483
31.03.2018;8,432;28.40;0.1576;0.1479;1.73256
01.04.2018;8,433;28.75;0.1375;0.1466;1.77424
02.04.2018;8,434;28.95;0.1252;0.1454;1.80682
03.04.2018;8,435;29.80;0.1167;0.1441;1.83258
04.04.2018;8,436;30.65;0.1103;0.1429;1.85430
05.04.2018;8,437;31.60;0.1060;0.1417;1.87074
06.04.2018;8,438;31.70;0.1016;0.1405;1.88795
07.04.2018;8,439;26.20;0.1974;0.1393;1.75330
08.04.2018;8,440;25.10;0.1518;0.1382;1.75320
09.04.2018;8,441;27.30;0.1332;0.1370;1.78676
10.04.2018;8,442;29.85;0.1222;0.1359;1.81582
11.04.2018;8,443;31.25;0.1145;0.1348;1.83995
12.04.2018;8,444;32.25;0.1083;0.1337;1.86131
13.04.2018;8,445;33.60;0.1029;0.1326;1.88153
14.04.2018;8,446;34.30;0.0985;0.1316;1.90009
15.04.2018;8,447;32.30;0.0946;0.1305;1.91796
16.04.2018;8,448;31.25;0.1235;0.1295;1.85905
17.04.2018;8,449;28.60;0.1186;0.1284;1.86377
18.04.2018;8,450;28.45;0.1652;0.1274;1.80003
19.04.2018;8,451;30.45;0.1417;0.1264;1.79755
20.04.2018;8,452;31.60;0.1273;0.1255;1.81357
21.04.2018;8,453;32.30;0.1180;0.1245;1.83443
22.04.2018;8,454;33.25;0.1112;0.1235;1.85448
23.04.2018;8,455;34.15;0.1056;0.1226;1.87340
24.04.2018;8,456;34.90;0.1008;0.1217;1.89210
25.04.2018;8,457;34.90;0.0964;0.1207;1.91078
26.04.2018;8,458;31.55;0.1128;0.1198;1.87388
27.04.2018;8,459;31.80;0.1134;0.1189;1.87443
28.04.2018;8,460;27.60;0.2936;0.1180;1.51847
29.04.2018;8,461;28.65;0.1666;0.1172;1.70079
30.04.2018;8,462;28.95;0.1805;0.1163;1.70488
01.05.2018;8,463;29.55;0.2407;0.1155;1.60500
02.05.2018;8,464;29.95;0.1589;0.1146;1.71664
03.05.2018;8,465;30.65;0.1368;0.1138;1.77094
04.05.2018;8,466;30.25;0.1249;0.1130;1.80540
05.05.2018;8,467;30.05;0.1843;0.1121;1.73522
06.05.2018;8,468;30.35;0.1620;0.1114;1.73586
07.05.2018;8,469;30.80;0.1562;0.1138;1.74691
08.05.2018;8,470;31.20;0.1795;0.9950;1.71983
09.05.2018;8,471;31.05;0.1469;6.9902;1.75503
10.05.2018;8,472;30.05;0.1310;8.5585;1.79068
11.05.2018;8,473;29.85;0.2117;7.7231;1.68746
12.05.2018;8,474;29.65;0.1587;6.8334;1.72569
13.05.2018;8,475;29.45;0.2611;6.0867;1.57065
14.05.2018;8,476;30.20;0.1611;5.4811;1.71113
15.05.2018;8,477;30.15;0.2260;4.9994;1.63597
16.05.2018;8,478;31.05;0.1572;4.6275;1.72189
17.05.2018;8,479;31.10;0.1357;4.3556;1.77405
18.05.2018;8,480;30.20;0.1663;4.2591;1.74610
19.05.2018;8,481;30.80;0.1877;6.0122;1.70659
20.05.2018;8,482;31.80;0.1490;10.6557;1.74760
21.05.2018;8,483;30.95;0.1317;11.7519;1.78729
22.05.2018;8,484;28.70;0.2846;10.9195;1.53144
23.05.2018;8,485;29.60;0.1715;9.7265;1.69425
24.05.2018;8,486;29.35;0.1427;8.5665;1.75688
25.05.2018;8,487;29.95;0.1290;7.5599;1.79414
26.05.2018;8,488;29.85;0.1198;6.8272;1.82215
27.05.2018;8,489;30.00;0.1326;9.2934;1.80936
28.05.2018;8,490;30.30;0.2248;14.2264;1.67168
29.05.2018;8,491;30.35;0.1568;13.0982;1.72499
30.05.2018;8,492;30.10;0.2217;11.0595;1.64671
31.05.2018;8,493;31.00;0.1564;9.4036;1.72424
01.06.2018;8,494;31.10;0.1363;8.1131;1.77351
02.06.2018;8,495;30.65;0.1247;7.0939;1.80660
03.06.2018;8,496;30.20;0.1171;6.2753;1.83095
04.06.2018;8,497;29.90;0.2445;5.6153;1.63090
05.06.2018;8,498;30.05;0.1640;5.1217;1.70952
06.06.2018;8,499;30.30;0.2508;4.9451;1.58842
07.06.2018;8,500;30.50;0.1835;5.3811;1.68032
08.06.2018;8,501;30.10;0.1524;6.1483;1.73866
09.06.2018;8,502;30.25;0.1342;6.4320;1.78099
10.06.2018;8,503;29.95;0.1235;6.2147;1.81122
11.06.2018;8,504;29.75;0.1161;6.5367;1.83472
12.06.2018;8,505;30.00;0.1106;10.2500;1.85411
13.06.2018;8,506;30.05;0.1058;12.0615;1.87177
14.06.2018;8,507;30.35;0.1017;10.8760;1.88792
15.06.2018;8,508;30.95;0.1008;9.4264;1.89411
16.06.2018;8,509;31.20;0.0973;8.2002;1.90888
17.06.2018;8,510;31.40;0.0945;7.2022;1.92208
18.06.2018;8,511;31.60;0.0917;6.3867;1.93567
19.06.2018;8,512;30.95;0.0906;5.7128;1.94150
20.06.2018;8,513;31.20;0.0883;5.1492;1.95455
21.06.2018;8,514;30.70;0.1864;4.6726;1.79939
22.06.2018;8,515;31.00;0.1487;4.2654;1.78039
23.06.2018;8,516;30.50;0.1404;3.9144;1.78420
24.06.2018;8,517;30.30;0.1948;3.6092;1.71392
25.06.2018;8,518;29.85;0.1512;3.3421;1.74462
26.06.2018;8,519;29.00;0.2069;3.1066;1.67802
27.06.2018;8,520;28.95;0.2331;2.8977;1.61379
28.06.2018;8,521;29.45;0.1660;2.7115;1.70712
